Student,T1_C1 (/ 10),T1_C2 (/ 15),T1_C3 (/ 20),T1_C4 (/ 25),T1_C5 (/ 30),T1_Suma (/ 100),T2_C1 (/ 10),T2_C2 (/ 15),T2_C3 (/ 20),T2_C4 (/ 25),T2_C5 (/ 30),T2_Suma (/ 100),T3_C1 (/ 10),T3_C2 (/ 15),T3_C3 (/ 20),T3_C4 (/ 25),T3_C5 (/ 30),T3_Suma (/ 100),T4_C1 (/ 10),T4_C2 (/ 15),T4_C3 (/ 20),T4_C4 (/ 25),T4_C5 (/ 30),T4_Suma (/ 100),T5_C1 (/ 10),T5_C2 (/ 15),T5_C3 (/ 20),T5_C4 (/ 25),T5_C5 (/ 30),T5_Suma (/ 100),T6_C1 (/ 10),T6_C2 (/ 15),T6_C3 (/ 20),T6_C4 (/ 25),T6_C5 (/ 30),T6_Suma (/ 100),T7_C1 (/ 10),T7_C2 (/ 15),T7_C3 (/ 20),T7_C4 (/ 25),T7_C5 (/ 30),T7_Suma (/ 100),T8_C1 (/ 10),T8_C2 (/ 15),T8_C3 (/ 20),T8_C4 (/ 25),T8_C5 (/ 30),T8_Suma (/ 100),T9_C1 (/ 10),T9_C2 (/ 15),T9_C3 (/ 20),T9_C4 (/ 25),T9_C5 (/ 30),T9_Suma (/ 100),T10_C1 (/ 10),T10_C2 (/ 15),T10_C3 (/ 20),T10_C4 (/ 25),T10_C5 (/ 30),T10_Suma (/ 100),Suma_semestr (/ 1000),Ocena
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
